customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
14502,20,11,"2426,79",4,5,4,454,Champions
14503,3,6,"3543,26",5,4,5,545,Champions
14504,47,4,"673,26",3,3,3,333,At Risk
14505,17,8,"5859,43",4,4,5,445,Champions
14506,17,5,"1960,65",4,4,4,444,Champions
14507,24,6,"1367,88",4,4,4,444,Champions
14508,22,2,"268,05",4,2,2,422,Potential Loyalists
14511,11,5,"1314,81",5,4,4,544,Champions
14512,188,2,"275,28",1,2,2,122,Sleeping
14513,207,2,"317,35",1,2,2,122,Sleeping
14514,61,3,"990,2",3,3,3,333,At Risk
14515,18,6,"2076,89",4,4,4,444,Champions
14517,33,2,"330,45",4,2,2,422,Potential Loyalists
14518,64,1,"174,37",3,1,1,311,Mass Customers
14520,2,2,"270,6",5,2,2,522,Potential Loyalists
14522,24,4,"974,54",4,3,3,433,Loyal
14523,108,1,"241,09",2,1,1,211,Nearly Lost
14524,32,9,"1843,83",4,4,4,444,Champions
14525,20,9,"4113,9",4,4,5,445,Champions
14527,3,55,"8506,13",5,5,5,555,Champions
14528,37,1,"364,22",3,1,2,312,Mass Customers
14529,60,3,"578,61",3,3,3,333,At Risk
14530,26,6,"2755,01",4,4,5,445,Champions
14532,236,4,"932,85",1,3,3,133,Sleeping
14533,25,7,"1577,96",4,4,4,444,Champions
14534,3,18,"4391,65",5,5,5,555,Champions
14535,60,3,"2850,84",3,3,5,335,At Risk
14536,260,1,"170,95",1,1,1,111,Nearly Lost
14537,58,1,"355,56",3,1,2,312,Mass Customers
14538,65,2,"388,25",3,2,2,322,At Risk
14539,16,2,"537,48",4,2,2,422,Potential Loyalists
14540,10,3,"952,66",5,3,3,533,Loyal
14541,59,8,"1453,35",3,4,4,344,At Risk
14542,186,1,"103,25",1,1,1,111,Nearly Lost
14543,29,16,"3565,08",4,5,5,455,Champions
14544,24,2,"1900,62",4,2,4,424,Potential Loyalists
14546,5,5,"2573,93",5,4,5,545,Champions
14547,4,8,"3974,75",5,4,5,545,Champions
14548,151,2,"652,8",2,2,3,223,At Risk
14549,311,1,"289,24",1,1,2,112,Nearly Lost
14550,11,2,"757,37",5,2,3,523,Potential Loyalists
14551,18,2,"186,23",4,2,1,421,Mass Customers
14552,152,1,"164,22",2,1,1,211,Nearly Lost
14553,19,5,"694,27",4,4,3,443,Loyal
14554,10,4,"2279,49",5,3,4,534,Loyal
14555,57,2,"312,54",3,2,2,322,At Risk
14557,85,1,"788,38",2,1,3,213,Nearly Lost
14560,7,20,"2086,57",5,5,4,554,Champions
14561,76,3,"1080,76",2,3,4,234,At Risk
14562,4,18,"5006,77",5,5,5,555,Champions
14565,96,4,"2949,12",2,3,5,235,At Risk
14567,57,2,"1530,36",3,2,4,324,At Risk
14569,1,1,"227,39",5,1,1,511,Mass Customers
14570,281,2,"217,21",1,2,1,121,Nearly Lost
14572,3,7,"2800,54",5,4,5,545,Champions
14573,180,9,"1639,82",2,4,4,244,At Risk
14576,372,1,"35,4",1,1,1,111,Nearly Lost
14577,13,4,"859,71",5,3,3,533,Loyal
14578,3,1,"168,63",5,1,1,511,Mass Customers
14581,17,1,"138,6",4,1,1,411,Mass Customers
14582,41,1,"114,11",3,1,1,311,Mass Customers
14583,6,5,"986,36",5,4,3,543,Loyal
14584,169,4,"1033,06",2,3,4,234,At Risk
14585,50,1,"157,05",3,1,1,311,Mass Customers
14586,277,1,"237,36",1,1,1,111,Nearly Lost
14587,19,9,"1580,29",4,4,4,444,Champions
14589,372,1,"39,75",1,1,1,111,Nearly Lost
14591,15,4,"1318,41",5,3,4,534,Loyal
14592,35,3,"557,94",4,3,3,433,Loyal
14593,22,3,"617,15",4,3,3,433,Loyal
14594,7,2,"363,33",5,2,2,522,Potential Loyalists
14595,20,6,"1740,6",4,4,4,444,Champions
14597,11,2,"866,24",5,2,3,523,Potential Loyalists
14598,44,1,"221,97",3,1,1,311,Mass Customers
14600,306,1,"393,33",1,1,2,112,Nearly Lost
14601,11,1,"213,96",5,1,1,511,Mass Customers
14606,1,91,"12046,15",5,5,5,555,Champions
14607,16,10,"8412,54",4,5,5,455,Champions
14608,4,4,"1785,15",5,3,4,534,Loyal
14616,243,3,"406,08",1,3,2,132,Sleeping
14618,9,3,"553,44",5,3,3,533,Loyal
14619,246,1,"394,44",1,1,2,112,Nearly Lost
14620,206,2,"412,78",1,2,2,122,Sleeping
14621,1,5,"1788,36",5,4,4,544,Champions
14622,185,1,"320,58",1,1,2,112,Nearly Lost
14623,32,5,"882,02",4,4,3,443,Loyal
14624,57,2,"225,85",3,2,1,321,Mass Customers
14625,196,2,"899,63",1,2,3,123,Sleeping
14626,24,4,"2791,27",4,3,5,435,Loyal
14628,91,2,"671,96",2,2,3,223,At Risk
14629,4,2,"955,26",5,2,3,523,Potential Loyalists
14631,51,3,"1006,98",3,3,4,334,At Risk
14632,263,1,"114,56",1,1,1,111,Nearly Lost
14633,266,1,"344,9",1,1,2,112,Nearly Lost
14636,36,2,"609,85",3,2,3,323,At Risk
14638,51,1,"443,6",3,1,2,312,Mass Customers
14639,52,6,"2984,49",3,4,5,345,At Risk
14640,24,6,"2107,38",4,4,4,444,Champions
14641,22,1,"110,46",4,1,1,411,Mass Customers
14642,59,1,"96,12",3,1,1,311,Mass Customers
14643,170,2,"693,81",2,2,3,223,At Risk
14644,68,2,"830,76",3,2,3,323,At Risk
14645,157,2,"597,09",2,2,3,223,At Risk
14646,2,64,"150068,0",5,5,5,555,Champions
14647,201,1,"236,04",1,1,1,111,Nearly Lost
14649,5,4,"1371,36",5,3,4,534,Loyal
14651,67,2,"653,75",3,2,3,323,At Risk
14652,77,1,"114,18",2,1,1,211,Nearly Lost
14653,1,7,"1916,7",5,4,4,544,Champions
14655,8,4,"1932,23",5,3,4,534,Loyal
14656,169,2,"291,05",2,2,2,222,At Risk
14657,18,4,"848,22",4,3,3,433,Loyal
14658,5,2,"247,15",5,2,1,521,Mass Customers
14659,9,9,"2529,93",5,4,5,545,Champions
14660,87,2,"285,74",2,2,2,222,At Risk
14661,27,1,"107,95",4,1,1,411,Mass Customers
14662,29,4,"741,37",4,3,3,433,Loyal
14664,20,2,"636,24",4,2,3,423,Potential Loyalists
14665,61,5,"1835,7",3,4,4,344,At Risk
14666,24,1,"179,95",4,1,1,411,Mass Customers
14667,11,25,"9110,31",5,5,5,555,Champions
14669,242,3,"1259,24",1,3,4,134,Sleeping
14670,280,2,"392,86",1,2,2,122,Sleeping
14672,235,2,"765,55",1,2,3,123,Sleeping
14673,3,5,"1736,4",5,4,4,544,Champions
14675,16,1,"596,36",4,1,3,413,Potential Loyalists
14676,31,6,"2259,4",4,4,4,444,Champions
14680,25,16,"25633,61",4,5,5,455,Champions
14681,71,3,"498,95",3,3,2,332,At Risk
14682,188,2,"52,0",1,2,1,121,Nearly Lost
14684,26,5,"1201,19",4,4,4,444,Champions
14687,107,1,"549,18",2,1,2,212,Nearly Lost
14688,8,21,"5528,7",5,5,5,555,Champions
14689,209,1,"112,8",1,1,1,111,Nearly Lost
14690,44,2,"355,05",3,2,2,322,At Risk
14691,31,5,"2114,33",4,4,4,444,Champions
14692,137,4,"591,55",2,3,3,233,At Risk
14693,265,1,"172,9",1,1,1,111,Nearly Lost
14696,4,7,"2078,95",5,4,4,544,Champions
14697,218,2,"188,61",1,2,1,121,Nearly Lost
14698,2,5,"1217,27",5,4,4,544,Champions
14699,214,1,"109,13",1,1,1,111,Nearly Lost
14700,32,3,"2195,1",4,3,4,434,Loyal
14701,11,9,"2526,09",5,4,5,545,Champions
14702,1,17,"3251,79",5,5,5,555,Champions
14703,15,1,"318,17",5,1,2,512,Potential Loyalists
14704,20,7,"1461,62",4,4,4,444,Champions
14705,199,1,"179,0",1,1,1,111,Nearly Lost
14708,3,3,"988,13",5,3,3,533,Loyal
14709,15,13,"4921,04",5,5,5,555,Champions
14710,14,4,"599,48",5,3,3,533,Loyal
14711,10,11,"2354,62",5,5,4,554,Champions
14712,29,3,"917,07",4,3,3,433,Loyal
14713,9,11,"2662,2",5,5,5,555,Champions
14714,24,1,"79,55",4,1,1,411,Mass Customers
14715,25,4,"863,38",4,3,3,433,Loyal
14716,43,2,"257,11",3,2,2,322,At Risk
14719,2,5,"1581,84",5,4,4,544,Champions
14720,6,3,"663,81",5,3,3,533,Loyal
14722,147,1,"180,42",2,1,1,211,Nearly Lost
14723,10,6,"1120,66",5,4,4,544,Champions
14725,25,1,"577,58",4,1,3,413,Potential Loyalists
14727,274,1,"268,58",1,1,2,112,Nearly Lost
14729,374,1,"313,49",1,1,2,112,Nearly Lost
14730,1,8,"1897,27",5,4,4,544,Champions
14731,47,3,"380,02",3,3,2,332,At Risk
14732,8,8,"2702,49",5,4,5,545,Champions
14733,16,12,"9585,91",4,5,5,455,Champions
14735,4,32,"6065,69",5,5,5,555,Champions
14737,4,3,"1164,55",5,3,4,534,Loyal
14738,43,7,"1314,45",3,4,4,344,At Risk
14739,4,7,"3132,84",5,4,5,545,Champions
14740,197,3,"1448,21",1,3,4,134,Sleeping
14741,12,6,"1306,74",5,4,4,544,Champions
14744,16,7,"1099,98",4,4,4,444,Champions
14745,113,5,"1220,26",2,4,4,244,At Risk
14747,249,1,"328,2",1,1,2,112,Nearly Lost
14748,29,5,"1411,75",4,4,4,444,Champions
14752,44,1,"180,84",3,1,1,311,Mass Customers
14753,87,1,"563,15",2,1,3,213,Nearly Lost
14754,45,2,"638,05",3,2,3,323,At Risk
14755,10,11,"5010,28",5,5,5,555,Champions
14756,15,1,"738,96",5,1,3,513,Potential Loyalists
14757,75,1,"420,5",3,1,2,312,Mass Customers
14758,145,4,"1484,06",2,3,4,234,At Risk
14759,5,3,"1625,97",5,3,4,534,Loyal
14760,297,1,"89,2",1,1,1,111,Nearly Lost
14761,59,2,"255,9",3,2,2,322,At Risk
14762,264,1,"300,52",1,1,2,112,Nearly Lost
14764,47,1,"278,3",3,1,2,312,Mass Customers
14765,29,3,"254,11",4,3,2,432,Mass Customers
14766,8,6,"2473,37",5,4,4,544,Champions
14768,17,2,"192,6",4,2,1,421,Mass Customers
14769,3,8,"10250,33",5,4,5,545,Champions
14770,232,2,"876,42",1,2,3,123,Sleeping
14772,112,1,"139,26",2,1,1,211,Nearly Lost
14775,58,3,"1011,9",3,3,4,334,At Risk
14776,51,11,"2538,3",3,5,5,355,At Risk
14778,127,2,"730,86",2,2,3,223,At Risk
14779,281,3,"386,15",1,3,2,132,Sleeping
14780,55,2,"447,68",3,2,2,322,At Risk
14782,320,1,"200,1",1,1,1,111,Nearly Lost
14784,26,2,"289,99",4,2,2,422,Potential Loyalists
14785,10,2,"77,4",5,2,1,521,Mass Customers
14788,7,2,"679,44",5,2,3,523,Potential Loyalists
14789,29,1,"197,64",4,1,1,411,Mass Customers
14790,17,4,"745,06",4,3,3,433,Loyal
14792,64,1,"6,2",3,1,1,311,Mass Customers
14793,21,1,"228,99",4,1,1,411,Mass Customers
14794,3,7,"1319,91",5,4,4,544,Champions
14795,166,1,"131,45",2,1,1,211,Nearly Lost
14796,1,17,"7973,93",5,5,5,555,Champions
14798,53,3,"173,74",3,3,1,331,Mass Customers
14799,51,1,"157,7",3,1,1,311,Mass Customers
14800,48,12,"4317,39",3,5,5,355,At Risk
14801,61,1,"189,34",3,1,1,311,Mass Customers
14803,162,3,"845,55",2,3,3,233,At Risk
14804,9,1,"353,27",5,1,2,512,Potential Loyalists
14805,15,4,"546,4",5,3,2,532,Mass Customers
14806,75,1,"193,39",3,1,1,311,Mass Customers
14808,40,8,"2549,92",3,4,5,345,At Risk
14810,41,11,"2085,33",3,5,4,354,At Risk
14813,370,2,"152,88",1,2,1,121,Nearly Lost
14815,37,2,"778,5",3,2,3,323,At Risk
14816,197,1,"21,85",1,1,1,111,Nearly Lost
14817,200,2,"1010,34",1,2,4,124,Sleeping
14818,74,3,"657,8",3,3,3,333,At Risk
14819,64,2,"272,07",3,2,2,322,At Risk
14820,21,4,"507,29",4,3,2,432,Mass Customers
14821,367,1,"48,8",1,1,1,111,Nearly Lost
14823,180,3,"321,43",2,3,2,232,At Risk
14824,10,4,"1127,71",5,3,4,534,Loyal
14825,4,12,"2221,01",5,5,4,554,Champions
14828,197,3,"1354,72",1,3,4,134,Sleeping
14829,29,4,"697,55",4,3,3,433,Loyal
14830,53,1,"188,03",3,1,1,311,Mass Customers
14834,18,6,"1720,3",4,4,4,444,Champions
14836,10,3,"102,45",5,3,1,531,Mass Customers
14837,90,4,"1640,86",2,3,4,234,At Risk
14840,268,1,"62,85",1,1,1,111,Nearly Lost
14841,53,6,"3295,76",3,4,5,345,At Risk
14842,44,4,"2529,69",3,3,5,335,At Risk
14844,64,4,"2831,81",3,3,5,335,At Risk
14847,149,1,"309,4",2,1,2,212,Nearly Lost
14849,22,25,"7851,34",4,5,5,455,Champions
14850,312,1,"325,75",1,1,2,112,Nearly Lost
14851,23,2,"511,35",4,2,2,422,Potential Loyalists
14852,58,6,"2836,69",3,4,5,345,At Risk
14853,24,2,"475,8",4,2,2,422,Potential Loyalists
14854,78,7,"2740,03",2,4,5,245,At Risk
14855,119,2,"645,65",2,2,3,223,At Risk
14856,36,3,"1290,53",3,3,4,334,At Risk
14857,60,2,"1173,12",3,2,4,324,At Risk
14859,13,4,"1353,74",5,3,4,534,Loyal
14860,19,1,"170,32",4,1,1,411,Mass Customers
14861,52,1,"125,79",3,1,1,311,Mass Customers
14862,26,2,"837,2",4,2,3,423,Potential Loyalists
14863,29,1,"266,76",4,1,2,412,Potential Loyalists
14865,7,2,"52,2",5,2,1,521,Mass Customers
14866,11,11,"9407,98",5,5,5,555,Champions
14867,186,3,"710,28",1,3,3,133,Sleeping
14868,3,8,"2953,59",5,4,5,545,Champions
14869,9,2,"721,45",5,2,3,523,Potential Loyalists
14870,262,1,"327,25",1,1,2,112,Nearly Lost
14871,3,4,"501,28",5,3,2,532,Mass Customers
14873,210,1,"519,68",1,1,2,112,Nearly Lost
14875,108,2,"1465,32",2,2,4,224,At Risk
14878,13,9,"1476,09",5,4,4,544,Champions
14880,77,3,"690,59",2,3,3,233,At Risk
14881,20,1,"255,4",4,1,2,412,Potential Loyalists
14882,27,2,"589,7",4,2,3,423,Potential Loyalists
14883,19,6,"761,59",4,4,3,443,Loyal
14885,132,1,"664,52",2,1,3,213,Nearly Lost
14886,253,1,"364,8",1,1,2,112,Nearly Lost
14887,79,1,"72,0",2,1,1,211,Nearly Lost
14888,207,1,"369,2",1,1,2,112,Nearly Lost
14889,336,1,"135,9",1,1,1,111,Nearly Lost
14890,254,1,"125,65",1,1,1,111,Nearly Lost
14891,148,2,"554,38",2,2,3,223,At Risk
14893,10,2,"1237,85",5,2,4,524,Potential Loyalists
14894,85,1,"655,75",2,1,3,213,Nearly Lost
14895,8,20,"11073,91",5,5,5,555,Champions
14896,205,2,"468,77",1,2,2,122,Sleeping
14897,8,4,"1366,38",5,3,4,534,Loyal
14898,23,6,"1087,87",4,4,4,444,Champions
14901,11,9,"1421,29",5,4,4,544,Champions
14902,26,1,"332,66",4,1,2,412,Potential Loyalists
14903,21,5,"2795,33",4,4,5,445,Champions
14904,2,2,"913,12",5,2,3,523,Potential Loyalists
14905,158,2,"616,15",2,2,3,223,At Risk
14907,3,7,"3501,1",5,4,5,545,Champions
14908,74,1,"277,8",3,1,2,312,Mass Customers
14910,3,4,"434,35",5,3,2,532,Mass Customers
14911,1,197,"125135,67",5,5,5,555,Champions
14912,17,2,"811,69",4,2,3,423,Potential Loyalists
14913,36,4,"1227,43",3,3,4,334,At Risk
14915,91,2,"307,48",2,2,2,222,At Risk
14916,71,4,"1268,98",3,3,4,334,At Risk
14918,116,2,"1610,15",2,2,4,224,At Risk
14920,213,2,"977,77",1,2,3,123,Sleeping
14921,30,2,"1316,07",4,2,4,424,Potential Loyalists
14923,51,1,"749,1",3,1,3,313,Nearly Lost
14924,246,1,"185,05",1,1,1,111,Nearly Lost
14929,32,1,"223,88",4,1,1,411,Mass Customers
14930,109,3,"2362,96",2,3,4,234,At Risk
14931,5,4,"864,68",5,3,3,533,Loyal
14932,366,1,"313,53",1,1,2,112,Nearly Lost
14934,82,2,"1890,94",2,2,4,224,At Risk
14935,297,1,"1520,16",1,1,4,114,Nearly Lost
14936,34,8,"8137,02",4,4,5,445,Champions
14937,57,3,"1621,88",3,3,4,334,At Risk
14944,30,12,"5900,25",4,5,5,455,Champions
14946,14,1,"100,9",5,1,1,511,Mass Customers
14947,72,2,"290,82",3,2,2,322,At Risk
14948,23,6,"1101,97",4,4,4,444,Champions
14950,19,1,"371,2",4,1,2,412,Potential Loyalists
14951,79,1,"309,77",2,1,2,212,Nearly Lost
14952,60,11,"7535,49",3,5,5,355,At Risk
14953,25,1,"285,67",4,1,2,412,Potential Loyalists
14954,12,1,"294,85",5,1,2,512,Potential Loyalists
14957,253,1,"58,49",1,1,1,111,Nearly Lost
14958,147,3,"483,73",2,3,2,232,At Risk
14959,64,4,"695,42",3,3,3,333,At Risk
14960,8,2,"221,27",5,2,1,521,Mass Customers
14961,11,9,"7044,68",5,4,5,545,Champions
14962,271,1,"126,7",1,1,1,111,Nearly Lost
14963,10,5,"1472,34",5,4,4,544,Champions
14964,247,1,"206,21",1,1,1,111,Nearly Lost
14965,96,2,"596,09",2,2,3,223,At Risk
14966,15,1,"183,02",5,1,1,511,Mass Customers
14967,50,1,"463,8",3,1,2,312,Mass Customers
14968,30,1,"146,69",4,1,1,411,Mass Customers
14970,68,4,"1592,06",3,3,4,334,At Risk
14971,35,3,"1097,98",4,3,4,434,Loyal
14972,128,1,"114,77",2,1,1,211,Nearly Lost
14973,107,3,"564,45",2,3,3,233,At Risk
14974,37,1,"89,94",3,1,1,311,Mass Customers
14975,57,1,"279,94",3,1,2,312,Mass Customers
14976,57,7,"789,86",3,4,3,343,At Risk
14978,72,5,"1921,37",3,4,4,344,At Risk
14981,246,1,"102,12",1,1,1,111,Nearly Lost
14984,19,2,"202,37",4,2,1,421,Mass Customers
14985,198,2,"292,01",1,2,2,122,Sleeping
14987,16,2,"326,4",4,2,2,422,Potential Loyalists
14988,212,1,"334,54",1,1,2,112,Nearly Lost
14995,39,2,"231,98",3,2,1,321,Mass Customers
14997,46,3,"449,72",3,3,2,332,At Risk
14998,170,2,"414,87",2,2,2,222,At Risk
15000,48,1,"490,52",3,1,2,312,Mass Customers
15002,116,4,"1641,76",2,3,4,234,At Risk
15004,147,1,"1220,38",2,1,4,214,Nearly Lost
15005,16,28,"6293,67",4,5,5,455,Champions
15006,51,1,"475,43",3,1,2,312,Mass Customers
15007,159,1,"156,91",2,1,1,211,Nearly Lost
15009,12,3,"1259,43",5,3,4,534,Loyal
15010,36,1,"308,94",3,1,2,312,Mass Customers
15012,54,2,"405,04",3,2,2,322,At Risk
15014,43,2,"257,67",3,2,2,322,At Risk
15016,173,1,"170,04",2,1,1,211,Nearly Lost
15017,34,1,"125,58",4,1,1,411,Mass Customers
15018,39,3,"496,21",3,3,2,332,At Risk
15019,267,1,"252,81",1,1,2,112,Nearly Lost
15021,9,9,"1870,29",5,4,4,544,Champions
15022,12,4,"852,39",5,3,3,533,Loyal
15023,3,11,"6451,51",5,5,5,555,Champions
15024,10,10,"1636,43",5,5,4,554,Champions
15025,33,1,"361,96",4,1,2,412,Potential Loyalists
15026,80,3,"464,2",2,3,2,232,At Risk
15027,31,4,"916,15",4,3,3,433,Loyal
15028,8,4,"627,13",5,3,3,533,Loyal
15030,72,2,"423,48",3,2,2,322,At Risk
15031,4,4,"653,19",5,3,3,533,Loyal
15032,256,3,"3639,1",1,3,5,135,Sleeping
15033,5,10,"2553,88",5,5,5,555,Champions
15034,16,8,"4274,16",4,4,5,445,Champions
15035,90,1,"252,73",2,1,2,212,Nearly Lost
15036,72,3,"429,56",3,3,2,332,At Risk
15038,59,6,"685,74",3,4,3,343,At Risk
15039,10,47,"19363,39",5,5,5,555,Champions
15041,170,1,"179,93",2,1,1,211,Nearly Lost
15042,199,1,"135,93",1,1,1,111,Nearly Lost
15043,31,1,"537,0",4,1,2,412,Potential Loyalists
15044,19,17,"7629,93",4,5,5,455,Champions
15045,152,2,"735,66",2,2,3,223,At Risk
15046,9,15,"4367,39",5,5,5,555,Champions
15047,270,1,"343,62",1,1,2,112,Nearly Lost
15048,65,4,"381,0",3,3,2,332,At Risk
15049,274,1,"121,17",1,1,1,111,Nearly Lost
15050,25,3,"1737,69",4,3,4,434,Loyal
15051,23,3,"1297,56",4,3,4,434,Loyal
15052,319,1,"207,73",1,1,1,111,Nearly Lost
15053,5,3,"689,95",5,3,3,533,Loyal
15054,12,2,"302,1",5,2,2,522,Potential Loyalists
15057,275,2,"1489,5",1,2,4,124,Sleeping
15058,25,11,"2102,54",4,5,4,454,Champions
15059,41,9,"1337,72",3,4,4,344,At Risk
15060,8,4,"293,0",5,3,2,532,Mass Customers
15061,4,47,"34211,9",5,5,5,555,Champions
15062,71,4,"987,86",3,3,3,333,At Risk
15063,213,1,"370,8",1,1,2,112,Nearly Lost
15065,38,4,"2908,13",3,3,5,335,At Risk
15066,53,1,"893,59",3,1,3,313,Nearly Lost
15067,78,3,"1744,76",2,3,4,234,At Risk
15068,46,2,"553,36",3,2,3,323,At Risk
15069,179,1,"1109,53",2,1,4,214,Nearly Lost
15070,373,1,"106,2",1,1,1,111,Nearly Lost
15071,94,2,"982,07",2,2,3,223,At Risk
15073,10,3,"1043,41",5,3,4,534,Loyal
15074,105,1,"735,67",2,1,3,213,Nearly Lost
15075,78,1,"722,63",2,1,3,213,Nearly Lost
15076,173,1,"880,85",2,1,3,213,Nearly Lost
15078,7,32,"9743,11",5,5,5,555,Champions
15079,213,4,"895,61",1,3,3,133,Sleeping
15081,22,5,"504,8",4,4,2,442,Mass Customers
15083,257,1,"88,2",1,1,1,111,Nearly Lost
15087,282,1,"246,46",1,1,1,111,Nearly Lost
15088,21,2,"1160,07",4,2,4,424,Potential Loyalists
15089,10,6,"2420,84",5,4,4,544,Champions
15090,308,1,"381,32",1,1,2,112,Nearly Lost
15091,68,1,"480,71",3,1,2,312,Mass Customers
15092,215,2,"457,81",1,2,2,122,Sleeping
15093,18,6,"3957,9",4,4,5,445,Champions
15095,104,4,"1370,6",2,3,4,234,At Risk
15096,43,1,"219,39",3,1,1,311,Mass Customers
15097,4,1,"248,08",5,1,1,511,Mass Customers
15098,182,1,"297,0",1,1,2,112,Nearly Lost
15099,84,1,"410,48",2,1,2,212,Nearly Lost
15100,334,3,"876,0",1,3,3,133,Sleeping
15101,9,2,"317,53",5,2,2,522,Potential Loyalists
15103,31,2,"703,36",4,2,3,423,Potential Loyalists
15104,197,2,"993,54",1,2,3,123,Sleeping
15105,18,7,"2298,93",4,4,4,444,Champions
15106,18,5,"1422,52",4,4,4,444,Champions
15107,311,6,"319,5",1,4,2,142,Sleeping
15108,142,4,"1300,25",2,3,4,234,At Risk
15109,246,1,"484,95",1,1,2,112,Nearly Lost
15110,24,4,"996,1",4,3,3,433,Loyal
15111,29,3,"1567,48",4,3,4,434,Loyal
15113,10,3,"3425,52",5,3,5,535,Loyal
15114,30,10,"2760,56",4,5,5,455,Champions
15115,18,1,"340,11",4,1,2,412,Potential Loyalists
15116,18,4,"1352,75",4,3,4,434,Loyal
15117,15,5,"1199,78",5,4,4,544,Champions
15119,246,1,"266,4",1,1,2,112,Nearly Lost
15120,134,1,"358,82",2,1,2,212,Nearly Lost
15121,50,2,"457,72",3,2,2,322,At Risk
15122,114,3,"1633,78",2,3,4,234,At Risk
15123,7,2,"2199,31",5,2,4,524,Potential Loyalists
15124,23,2,"184,19",4,2,1,421,Mass Customers
15125,25,15,"10888,64",4,5,5,455,Champions
15127,66,1,"406,53",3,1,2,312,Mass Customers
15128,60,4,"1466,2",3,3,4,334,At Risk
15129,50,11,"3343,72",3,5,5,355,At Risk
15130,170,1,"330,11",2,1,2,212,Nearly Lost
15132,18,5,"977,93",4,4,3,443,Loyal
15133,128,3,"982,42",2,3,3,233,At Risk
15134,15,8,"1387,99",5,4,4,544,Champions
15135,239,1,"139,05",1,1,1,111,Nearly Lost
15136,3,4,"1286,7",5,3,4,534,Loyal
15139,240,2,"178,96",1,2,1,121,Nearly Lost
15140,52,7,"2224,65",3,4,4,344,At Risk
15142,46,1,"498,74",3,1,2,312,Mass Customers
15143,226,1,"259,45",1,1,2,112,Nearly Lost
15144,8,17,"6580,44",5,5,5,555,Champions
15145,4,4,"1194,73",5,3,4,534,Loyal
15146,165,2,"1327,16",2,2,4,224,At Risk
15147,240,1,"623,5",1,1,3,113,Nearly Lost
15148,11,1,"301,29",5,1,2,512,Potential Loyalists
15149,134,1,"520,8",2,1,2,212,Nearly Lost
15150,17,10,"5291,33",4,5,5,455,Champions
15152,10,13,"4745,69",5,5,5,555,Champions
15153,31,1,"329,25",4,1,2,412,Potential Loyalists
15154,75,1,"254,28",3,1,2,312,Mass Customers
15156,1,3,"961,49",5,3,3,533,Loyal
15157,4,3,"1936,07",5,3,4,534,Loyal
15158,45,1,"401,4",3,1,2,312,Mass Customers
15159,2,30,"18130,45",5,5,5,555,Champions
15160,357,1,"158,16",1,1,1,111,Nearly Lost
15163,18,2,"304,47",4,2,2,422,Potential Loyalists
15164,69,3,"824,58",3,3,3,333,At Risk
15165,373,1,"487,75",1,1,2,112,Nearly Lost
15167,321,1,"158,8",1,1,1,111,Nearly Lost
15168,26,1,"106,56",4,1,1,411,Mass Customers
15171,331,1,"1289,5",1,1,4,114,Nearly Lost
15172,9,5,"1624,05",5,4,4,544,Champions
15174,323,1,"135,75",1,1,1,111,Nearly Lost
15175,72,1,"219,34",3,1,1,311,Mass Customers
15178,260,1,"40,5",1,1,1,111,Nearly Lost
15179,18,5,"2042,79",4,4,4,444,Champions
15180,367,1,"87,5",1,1,1,111,Nearly Lost
15181,66,3,"689,48",3,3,3,333,At Risk
15182,154,2,"622,85",2,2,3,223,At Risk
15184,29,2,"402,2",4,2,2,422,Potential Loyalists
15185,70,1,"310,62",3,1,2,312,Mass Customers
15186,14,2,"411,41",5,2,2,522,Potential Loyalists
15187,2,16,"4712,38",5,5,5,555,Champions
15189,1,41,"14627,47",5,5,5,555,Champions
15192,120,3,"1044,32",2,3,4,234,At Risk
15193,61,1,"499,32",3,1,2,312,Mass Customers
15194,3,15,"7249,53",5,5,5,555,Champions
15197,11,3,"1079,61",5,3,4,534,Loyal
15198,92,2,"193,64",2,2,1,221,Nearly Lost
15199,59,4,"1268,7",3,3,4,334,At Risk
15201,87,5,"1236,54",2,4,4,244,At Risk
15203,26,6,"1827,8",4,4,4,444,Champions
15204,357,1,"316,58",1,1,2,112,Nearly Lost
15205,85,2,"653,24",2,2,3,223,At Risk
15206,10,4,"420,3",5,3,2,532,Mass Customers
15208,1,5,"870,12",5,4,3,543,Loyal
15210,225,1,"331,18",1,1,2,112,Nearly Lost
15211,60,2,"894,41",3,2,3,323,At Risk
15212,241,1,"101,8",1,1,1,111,Nearly Lost
15213,319,2,"328,35",1,2,2,122,Sleeping
15214,2,8,"1661,44",5,4,4,544,Champions
15215,47,3,"734,94",3,3,3,333,At Risk
15216,88,1,"96,6",2,1,1,211,Nearly Lost
15218,11,11,"4708,89",5,5,5,555,Champions
15219,176,1,"305,75",2,1,2,212,Nearly Lost
15220,52,6,"1709,36",3,4,4,344,At Risk
15221,366,1,"403,25",1,1,2,112,Nearly Lost
15222,319,1,"585,0",1,1,3,113,Nearly Lost
15223,226,2,"755,75",1,2,3,123,Sleeping
15224,358,2,"322,08",1,2,2,122,Sleeping
15225,234,1,"409,4",1,1,2,112,Nearly Lost
15226,311,1,"154,41",1,1,1,111,Nearly Lost
15227,37,5,"1219,4",3,4,4,344,At Risk
15228,66,4,"3084,31",3,3,5,335,At Risk
